ID,title,description,duration,level,platform,images,urls,reviews_count,ratings,paid,students_count,type,skills,prerequisites,domain,organization,course_certification_type,summary,instructor,lecture_count
100,Become a CBRS Certified Professional Installer by Google,"This six-module program, developed by Google, will train you to be a Certificated Professional Installer (CPI) of radios which utilize the Citizens Broadband Radio Service (CBRS) band to provide communications infrastructure. You can expect to leave this training with the skills you need to get started as a Certified Professional Installer. 
Through a mix of video lectures, step-by-step explanations, and quizzes, the program will introduce you to CBRS terminology and concepts, the role of a CPI, and how to fulfill your responsibilities to determine installation parameters, provide information to the Spectrum Access System (SAS), and troubleshoot. Upon completing the course and passing the online certification exam, you will receive your CPI credentials and your information will be automatically registered with WinnForum.

If you want to learn about CBRS in general, but don’t need to be certified, check out our CBRS Professional Training course <coursera.org/learn/google-cbrs-professional-training>.
",1 - 3 Months,Mixed,Coursera,https://coursera-university-assets.s3.amazonaws.com/45/a68dc45b194b0ba9838d92914a96db/square_google_full_color_10x.png,https://www.coursera.org/learn/google-cbrs-cpi-training,184,4.6,Yes,"3,031",Not Available,[],Not Available,Not Available,Google - Spectrum Sharing,Course,"['What is CBRS? An overview of shared spectrum and CBRS ecosystem, users, systems and devices', 'The role of CPIs in CBRS: What are CPIs, why and when are they needed?', 'How to be a CPI: Determining installation parameters for the SAS and troubleshooting tips']",Not Available,Not Available
101,Become a Journalist: Report the News!,"This Specialization will develop and enhance your understanding of the global field of journalism. You'll learn best practices and ethical standards for newsgathering processes and compiling a news report through hands-on projects, peer-to-peer feedback, and issue exploration. You will also study journalism's impact on societal issues and trends, plus explore career opportunities in newspapers, magazine, social media, Internet multimedia, television, radio, corporate and community journalism. The final Capstone project will guide you through the journalistic portfolio process, where you will conceptualize, report and complete a professional-quality news report.

",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/e2/ac37e0267311e5a30c8b171c4d98bb/spartan_helmet_green_RGB.png,https://www.coursera.org/specializations/become-a-journalist,1.6k,4.7,Yes,"25,384",Not Available,[],Not Available,Not Available,Michigan State University,Specialization,[],Not Available,Not Available
102,Become an EMT,"Health care is an exciting and ever growing profession that can take you many different directions. You can apply the fundamentals you learn here about emergent patient care, stabilization, and disease processes toward becoming an EMT or further health care pursuits. In this specialization you will learn to care for stable and unstable patients before they get to a hospital, how to identify time sensitive diseases, and medical and traumatic conditions that affect both adults and pediatric patients.
Course 1 ensures you can assess a scene and prepare to provide care, understand the framework for patient assessment, history of emergency medical services, and the personal requirements to be an EMT. Course 2 addresses airway, breathing and circulation, medications and medication administration that EMTs are allowed to provide, and how to identify a patient having a stroke or diabetic emergency. Course 3 covers skills related to high performance CPR or cardiopulmonary resuscitation, toxicology, and wilderness emergency medicine. Course 4 offers skills for trauma emergencies and Course 5 focuses pregnancy, infants and pediatrics.
Essential skills are demonstrated throughout the specialization. Finally, apply the course materials to real patient scenarios in the Capstone to help prepare you for national registry testing. For more information regarding educational requirements for licensure in U.S. states or U.S. territories see FAQ below.
Applied Learning Project
On each courses, learners will learn and work through multiple patient scenarios that challenge them to apply the concepts and skills they have learned to patient scenarios. On the capstone projects, learners will apply and summarize everything that they have learnt from course 1 to 5 on three patient scenarios that are similar to what they will experience when taking the national registry exam.
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/a6/7035b7e00b401383be4e5856b8bdaa/Boulder-FL-VERT-B---cropped.png,https://www.coursera.org/specializations/become-an-emt,2.3k,4.8,Yes,"35,213",Not Available,"['Dentures', 'Foams', 'Toe', 'Decontamination', 'infant', 'ingestion', 'listening', 'emergency']",Not Available,Not Available,University of Colorado System,Specialization,[''],Not Available,Not Available
103,Behavioral Finance,"We make thousands of decisions every day. Do I cross the road now, or wait for the oncoming truck to pass? Should I eat fries or a salad for lunch? How much should I tip the cab driver? We usually make these decisions with almost no thought, using what psychologists call “heuristics” – rules of thumb that enable us to navigate our lives. Without these mental shortcuts, we would be paralyzed by the multitude of daily choices. But in certain circumstances, these shortcuts lead to predictable errors – predictable, that is, if we know what to watch out for. Did you know, for example, that we are naturally biased towards selling investments that are doing well for us, but holding on to those that are doing poorly? Or that we often select sub-optimal insurance payment plans, and routinely purchase insurance that we don’t even need? And why do so many of us fail to enroll in our employer’s corporate retirement plans, even when the employer offers to match our contributions?
Behavioral finance is the study of these and dozens of other financial decision-making errors that can be avoided, if we are familiar with the biases that cause them. In this course, we examine these predictable errors, and discover where we are most susceptible to them. This course is intended to guide participants towards better financial choices. Learn how to improve your spending, saving, and investing decisions for the future.
",1 - 4 Weeks,Beginner,Coursera,https://toppng.com/uploads/preview/duke-university-logo-for-duke-university-115629316023e5gh4vexk.png,https://www.coursera.org/learn/duke-behavioral-finance,3.8k,4.4,Yes,"140,969",Not Available,[],Not Available,Not Available,Duke University,Course,[],Not Available,Not Available
104,Big Data,"*********
Do you need to understand big data and how it will impact your business? This Specialization is for you. You will gain an understanding of what insights big data can provide through hands-on experience with the tools and systems used by big data scientists and engineers. Previous programming experience is not required! You will be guided through the basics of using Hadoop with MapReduce, Spark, Pig and Hive. By following along with provided code, you will experience how one can perform predictive modeling and leverage graph analytics to model problems. This specialization will prepare you to ask the right questions about data, communicate effectively with data scientists, and do basic exploration of large, complex datasets. In the final Capstone Project, developed in partnership with data software company Splunk, you’ll apply the skills you learned to do basic analyses of big data.
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png,https://www.coursera.org/specializations/big-data,13.6k,4.5,Yes,"127,434",Not Available,"['Data Analysis', 'Big Data', 'Data Management', 'Databases', 'Machine Learning', 'Data Analysis Software', 'Data Structures', 'SQL', 'Data Visualization', 'Distributed Computing Architecture', 'Graph Theory', 'Probability & Statistics', 'Graph Theory', 'Neo4j', 'Analytics', 'Graph Database', 'Big Data', 'Neo4j', 'Knime', 'Splunk', 'Big Data', 'Apache Hadoop', 'Mapreduce', 'Cloudera', 'Machine Learning Concepts', 'Knime', 'Machine Learning', 'Apache Spark', 'Big Data', 'Mongodb', 'Splunk', 'Apache Spark', 'Data Model', 'Big Data', 'Data Modeling', 'Data Management']",Not Available,Not Available,University of California San Diego,Specialization,[],Not Available,Not Available
105,Bioinformatics,"How do we sequence and compare genomes? How do we identify the genetic basis for disease? How do we construct an evolutionary Tree of Life for all species on Earth?
When you complete this Specialization, you will learn how to answer many questions in modern biology that have become inseparable from the computational approaches used to solve them.  You will also obtain a toolkit of existing software resources built on these computational approaches and that are used by thousands of biologists every day in one of the fastest growing fields in science.
Although this Specialization centers on computational topics, you do not need to know how to program in order to complete it. If you are interested in programming, we feature an ""Honors Track"" (called ""hacker track"" in previous runs of the course). The Honors Track allows you to implement the bioinformatics algorithms that you will encounter along the way in dozens of automatically graded coding challenges. By completing the Honors Track, you will be a bioinformatics software professional!
Learn more about the Bioinformatics Specialization (including why we are wearing these crazy outfits) by watching our introductory videoOpens in a new tab.
You can purchase the Specialization's print companion, Bioinformatics Algorithms: An Active Learning Approach, from the textbook websiteOpens in a new tab.
Our first course, ""Finding Hidden Messages in DNA"", was named a top-50 MOOC of all time by Class CentralOpens in a new tab!
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png,https://www.coursera.org/specializations/bioinformatics,1.2k,4.3,Yes,"59,921",Not Available,"['Bioinformatics', 'Graph Theory', 'Bioinformatics Algorithms', 'Python Programming', 'Algorithms', 'Python Programming', 'Whole Genome Sequencing', 'Dynamic Programming', 'Bioinformatics', 'Bioinformatics Algorithms', 'Algorithms', 'Python Programming']",Not Available,Not Available,University of California San Diego,Specialization,[],Not Available,Not Available
106,Biology Meets Programming: Bioinformatics for Beginners,"Are you interested in learning how to program (in Python) within a scientific setting?
This course will cover algorithms for solving various biological problems along with a handful of programming challenges helping you implement these algorithms in Python.  It offers a gently-paced introduction to our Bioinformatics Specialization (https://www.coursera.org/specializations/bioinformatics), preparing learners to take the first course in the Specialization, ""Finding Hidden Messages in DNA"" (https://www.coursera.org/learn/dna-analysis).

Each of the four weeks in the course will consist of two required components.  First, an interactive textbook provides Python programming challenges that arise from real biological problems.  If you haven't programmed in Python before, not to worry! We provide ""Just-in-Time"" exercises from the Codecademy Python track (https://www.codecademy.com/learn/python). And each page in our interactive textbook has its own discussion forum, where you can interact with other learners. Second, each week will culminate in a summary quiz.

Lecture videos are also provided that accompany the material, but these videos are optional.
",1 - 4 Weeks,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png,https://www.coursera.org/learn/bioinformatics,1.5k,4.2,Yes,"166,775",Not Available,"['Algorithms', 'Bioinformatics', 'Computer Programming', 'Python Programming', 'Probability & Statistics']",Not Available,Not Available,University of California San Diego,Course,[],Not Available,Not Available
107,Biostatistics in Public Health,"This specialization is intended for public health and healthcare  professionals, researchers, data analysts, social workers, and others who need a comprehensive concepts-centric biostatistics primer.  Those who complete the specialization will be able to read and respond to the scientific literature, including the Methods and Results sections, in public health, medicine, biological science, and related fields. Successful learners will also be prepared to participate as part of a research team.
Applied Learning Project
In each course, learners will assume the role of a biostatistical consultant helping research teams review and interpret the published scientific literature. Throughout the specializations, learners will return to two important studies, one on asthma medication and another on injectable contraception, to answer the researchers' questions about the published statistical methods and results. 
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png,https://www.coursera.org/specializations/biostatistics-public-health,2.1k,4.8,Yes,"35,323",Not Available,"['Statistics', 'Statistical Hypothesis Testing', 'variability', 'regression', 'Statistics', 'Normal Distribution', 'summary measures', 'binary data', 'Confidence Interval', 'Statistical Hypothesis Testing', 'p values', 'sampling', 'P-Value', 'Proportional Hazards Model', 'Confounding', 'regression', 'effect modifcation', 'Proportional Hazards Model', 'Regression Analysis', 'Spline approach']",Not Available,Not Available,Johns Hopkins University,Specialization,"['Calculate summary statistics from public health and biomedical data ', 'Interpret written and visual presentations of statistical data', 'Evaluate and interpret results of various regression methods', 'Choose the most appropriate statistical method to answer your research question']",Not Available,Not Available
108,Blockchain,"This specialization introduces blockchain, a revolutionary technology that enables peer-to-peer transfer of digital assets without any intermediaries, and is predicted to be just as impactful as the Internet. More specifically, it prepares learners to program on the Ethereum blockchain. The four courses provide learners with (i) an understanding and working knowledge of foundational blockchain concepts, (ii) a skill set for designing and implementing smart contracts, (iii) methods for developing decentralized applications on the blockchain, and (iv) information about the ongoing specific industry-wide blockchain frameworks.
The specialization covers a range of essential topics, from the cryptographic underpinnings of blockchain technology to enabling decentralized applications on a private Ethereum blockchain platform. 
It is ideal for programmers and designers involved in developing and implementing blockchain applications, and anyone who is interested in understanding its potential. 
Applied Learning Project
Learners will apply the concepts covered in the courses to deploy an instance of a blockchain and carry out peer-to-peer transactions, program and test smart contracts using Solidity language; and analyze, design and code a blockchain-based solution for decentralized applications.
",3 - 6 Months,Intermediate,Coursera,https://coursera-university-assets.s3.amazonaws.com/ab/af2a00e2fd11e6afdccf8b30f1d74c/UB-Logo-BlueSquare.png,https://www.coursera.org/specializations/blockchain,8.6k,4.6,Yes,"108,257",Not Available,"['Ethereum', 'Cryptography', 'Blockchains', 'Bitcoin', 'Cryptocurrency', 'Blockchain', 'Solidity', 'Smart Contract', 'Remix IDE', 'MetaMask client', 'Blockchain', 'Decentralized Applications', 'Truffle IDE', 'Smart Contract', 'Hyperledger', 'Microsoft Azure', 'Blockchain Platforms', 'Grid+', 'Augur']",Not Available,Not Available,University at Buffalo,Specialization,"['Understand smart contracts, a core idea and computational model of blockchain that enables automation, autonomy, scalability and transparency.', 'Have an understanding and working knowledge of the emerging blockchain technology.', 'How to design and program smart contracts and decentralized application.', 'How to think of innovative application models, leveraging the blockchain technology.']",Not Available,Not Available
109,Blockchain Revolution,"Blockchain is poised to transform every industry and managerial function—redefining the ways we transact online, share ideas, and manage workflows. It’s a new technology that every business professional needs to understand.
This four-course Specialization introduces you to the world of blockchain technology—explaining what blockchain is, how it works, and why it’s revolutionary. You will learn about various categories of cryptoassets, and the ways they can be transacted on a blockchain. You will learn how blockchain is disrupting business models and financial services, offering organizations new choices in how they create and manage value.
The Specialization is taught by Don Tapscott and Alex Tapscott, globally-recognized authorities on innovation and technology and authors of the best-selling book Blockchain Revolution. It also includes various industry experts and developers from the Ethereum Foundation, Grid Singularity, Keyless Technologies, and ResonanceX who will share their experiences within the blockchain ecosystem.
Additionally, you will gain access to ground-breaking research from the Blockchain Research InstituteOpens in a new tab as well as the  Blockchain Case Commons—a crowdsourced collection of blockchain applications and use-cases spanning multiple industries. Upon completion of this Specialization, you will produce a Blockchain Opportunity Analysis, in which you identify and evaluate a promising application of blockchain technology in your own industry.
Applied Learning Project
Upon completion of this Specialization, learners will produce a Blockchain Opportunity Analysis, in which you identify and evaluate a promising application of blockchain technology within your chosen industry. The goals of this project are twofold: One, it’s for you to identify a specific need or problem within an industry that can potentially be solved using blockchain technology. Two, it’s for you to investigate possible solutions to this problem, including how these solutions might be executed. You will accomplish different project milestones each week, and will be introduced to several tools to organize your findings. As an outcome of this project, you’ll walk away with a consolidated, peer-reviewed Blockchain Opportunity Analysis, which you can use to pitch your idea to your organization or even to potential investors.
",3 - 6 Months,Beginner,Coursera,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS-jUGBQOFItOWpQHCYNfPgJZA1Od8j4s_TTVrjiH6aBDVwYXZ2,https://www.coursera.org/specializations/blockchain-revolution-enterprise,2.9k,4.7,Yes,"35,746",Not Available,[],Not Available,Not Available,INSEAD,Specialization,"['Seven design principles for the ‘Blockchain Revolution’', 'Top 10 challenges for implementing blockchain technology', 'Terms such as miner, hash, nonce, consensus mechanism, public key cryptography, cryptoasset, smart contract, DApp, and self-sovereign identity', 'Blockchain use-cases within your industry, and business model decisions to assess feasibility']",Not Available,Not Available
110,Blockchain Revolution in Financial Services,"As the Internet was the first digital medium for information, blockchain is the first native digital medium for value.  Blockchain is poised to transform the economy and society at large—redefining the ways we transact online, share ideas, and manage workflows. The financial services sector is a key lever in such transformations. 
This four-course specialization introduces learners to the world of blockchain technology for financial services—including what blockchain is, how it works, and why it is revolutionary. Students learn about various categories of cryptoassets and the ways they can be transacted on a blockchain. They learn how blockchain is transforming the economy and society at large—redefining workflows, global payments, and prosperity. As an outcome of this specialization, students produce a Strategic Action Plan wherein they identify and evaluate a promising application of blockchain technology within the financial services industry.
The Specialization is taught by Don Tapscott and Alex Tapscott, globally-recognized authorities on innovation and technology and authors of the best-selling book, “Blockchain Revolution.” It also includes various industry experts and practitioners who will share their experiences within the blockchain ecosystem.
Applied Learning Project
Upon completion of this Specialization, learners will produce a Strategic Action Plan, in which you identify and evaluate a promising application of blockchain technology within the financial services industry. The goals of this project are twofold: One, it’s for you to identify a specific need or problem within the financial services industry that can potentially be solved using blockchain technology. Two, it’s for you to investigate possible solutions to this problem, and to develop a strategic plan for how these solutions might be executed. You will accomplish different project milestones each week, and will be introduced to several tools to organize your findings.
",3 - 6 Months,Beginner,Coursera,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS-jUGBQOFItOWpQHCYNfPgJZA1Od8j4s_TTVrjiH6aBDVwYXZ2,https://www.coursera.org/specializations/blockchain-financial-services,918,4.7,Yes,"15,380",Not Available,"['Collaborative Working Environment', 'Blockchain (Database)', 'Open Collaboration', 'Access Structure', 'Object Binding', 'Alcatel Business Communications', 'Centurylink', 'Base Address']",Not Available,Not Available,INSEAD,Specialization,"['Seven design principles for the ‘Blockchain Revolution’', 'Terms such as miner, hash, nonce, consensus mechanism, public key cryptography, cryptoasset, smart contract, DApp, and self-sovereign identity', 'Top 10 challenges for implementing blockchain technology', 'Blockchain applications and use-cases within the financial services industry']",Not Available,Not Available
111,Bookkeeping Basics,"This is the first course in a series of four that will give you the skills needed to start your career in bookkeeping. If you have a passion for helping clients solve problems, this course is for you.  In this course, you will be introduced to the role of a bookkeeper and learn what bookkeeping professionals do every day. You will dive into the accounting concepts and terms that will provide the foundation for the next three courses. You will learn how to work your way through the accounting cycle and be able to read and produce key financial statements.
By the end of this course, you will be able to:
-Define accounting and the concepts of accounting measurement
-Explain the role of a bookkeeper and common bookkeeping tasks and responsibilities
-Summarize the double entry accounting method
-Explain the ethical and social responsibilities of bookkeepers in ensuring the integrity of financial information.

No previous bookkeeping or accounting experience required.
",1 - 4 Weeks,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/0e/4bb2b81f8e453eab147bbb94bb53da/Intuit_Square_360x360_WhiteonBlue.png,https://www.coursera.org/learn/bookkeeping-basics,3.9k,4.6,Yes,"126,887",Not Available,[],Not Available,Not Available,Intuit,Course,"['Define accounting and the concepts of accounting measurement.', 'Explain the role of a bookkeeper and common bookkeeping tasks and responsibilities.', 'Summarize the double entry accounting method.', 'Explain the ethical and social responsibilities of bookkeepers in ensuring the integrity of financial information.']",Not Available,Not Available
112,"Brand Management: Aligning Business, Brand and Behaviour","Professor Nader Tavassoli of London Business School contrasts traditional approaches to branding - where brands are a visual identity and a promise to customers - to brands as a customer experience delivered by the entire organisation. The course offers a brand workout for your own brands, as well as guest videos from leading branding professionals. 
The aim of the course is to change the conception of brands as being an organisation's visual identity (e.g., logo) and image (customers' brand associations) to an experience along ""moments-that-matter"" along the customer journey and, therefore, delivered by people across the entire organisation. Brands are thus not only an external promise to customers, but a means of executing business strategy via internal brand-led behaviour and culture change.

You will learn and practice the following skills:

1.	How to build brands from a broad organisational perspective 
2.	How to lead brand-led culture change with human resource practices at the core (i.e., brand as a lever and not just an outcome) 
3.	How to build brands in multi-brand companies, across cultures and geographies
4.	How to measure brand health in new ways, that is, internally in addition to externally
5.	How to value and capture returns to brands across the organisation - introducing the new concept of employee-based brand equity - and how this is different from the valuation of brands as intangible assets. 

This course allows you to develop the following aspects of yourself:

1.	Head. Gain a deeper understanding of the evolving practice of brand management, one that goes further than practiced in most organisations today
2.	Heart. Be motivated to engage in delivering your own brands – regardless of where you are in your organisation – thereby creating superior value for customers and for your organisation
3.	Hands. Translate learnings into action. As Confucius is supposed to have said: “I hear and I forget. I see and I remember. I do and I understand.”
",1 - 3 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png,https://www.coursera.org/learn/brand,6.9k,4.9,Yes,"406,750",Not Available,[],Not Available,Not Available,University of London,Course,[],Not Available,Not Available
113,Branding: The Creative Journey,"This Specialization aims to make branding concepts accessible to every learner and to teach them to analyze and apply all the relevant concepts, using the broad and diverse toolkit of branding.  It provides you with the necessary tools so that you are able to understand the brand behavior, understand the language of a brand and learn about the rational and emotional elements behind brands.  It also attempts to make you understand the language of images. The amount of audiovisual content we receive today makes it hard for brands to break through that noise. It ends up teaching how to understand branding efforts in the context of customer experience.
We must think in a strategic manner when creating brands. Branding is about co-creation and conversation between the audiences, customers and users. What is relevant is how people out there perceive and live the brand. Brands are the story, the personality and the culture of an organization; the intangible elements that form it. 
Applied Learning Project
At the end of each MOOC, you will find a capstone project. You will have the opportunity to put into practice everything learned during the course. First, you must develop a brand strategy and identity for a restaurant in Menorca. In addition, you will have to create a content strategy plan, which includes the brand strategy and target audience, the story behind it, the platforms what you will use to communicate this message and finally the concept and treatment of this story. You will also have to produce a creative pitch for the rebranding of an existing brand; you will have to build it up as if you were going to expose this pitch to the client, the brand itself. Finally, you will deliver a customer journey to understand the stages of the interaction of the brand department with the product or service the brand provides to the customers.
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/5a/b8bde366aa4c40b5a63f22b5ad5333/360-360.png,https://www.coursera.org/specializations/branding-the-creative-journey,1.4k,4.6,Yes,"41,250",Not Available,"['Advertising', 'Logo', 'Brand', 'Brand Identity', 'Employment', 'Leadership', 'Management', 'Customer Experience']",Not Available,Not Available,IE Business School,Specialization,"['Create a value proposition for a brand: How it can be positioned and mapped.', 'Learn how to produce meaningful and engaging content.', 'Develop a complete creative pitch.', 'Examine Branding activities through the lens of Customer Experience.']",Not Available,Not Available
114,Build Basic Generative Adversarial Networks (GANs),"In this course, you will:
- Learn about GANs and their applications
- Understand the intuition behind the fundamental components of GANs
- Explore and implement multiple GAN architectures
- Build conditional GANs capable of generating examples from determined categories

The DeepLearning.AI Generative Adversarial Networks (GANs) Specialization provides an exciting introduction to image generation with GANs, charting a path from foundational concepts to advanced techniques through an easy-to-understand approach. It also covers social implications, including bias in ML and the ways to detect it, privacy preservation, and more.

Build a comprehensive knowledge base and gain hands-on experience in GANs. Train your own model using PyTorch, use it to create images, and evaluate a variety of advanced GANs. 

This Specialization provides an accessible pathway for all levels of learners looking to break into the GANs space or apply GANs to their own projects, even without prior familiarity with advanced math and machine learning research.
",1 - 4 Weeks,Intermediate,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,1.8k,4.7,Yes,"57,436",Not Available,[],Not Available,Not Available,DeepLearning.AI,Course,[],Not Available,Not Available
115,Build Dynamic User Interfaces (UI) for Websites,"Build Dynamic User Interfaces (UI) for Websites is the sixth course in a program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you will plan a design for a website, create wireframes and prototypes, and test your designs to get feedback. Additionally, you will learn about engaging in design critique sessions and how to give and receive feedback. By the end of this course, you will have a new design project to include in your professional UX portfolio. In addition, you’ll learn how to search for entry-level UX design jobs, create a resume that highlights your skills and accomplishments, and build your professional portfolio website. 
Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers.

By the end of this course, you will be able to:
   - Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a responsive website.
   - Plan information architecture and create sitemaps for website designs. 
   - Apply common layouts for web pages. 
   - Plan and conduct a usability study to gather feedback about designs. 
   - Iterate on designs based on research insights. 
   - Work with design systems.
   - Add a new design project to your professional UX portfolio. 
   - [Optional] Create or update a UX-focused resume. 
   - [Optional] Learn how to search for and apply to introductory-level jobs in the field of UX.

This course is suitable for beginner-level UX designers who have completed the previous five courses of the Google UX Design Certificate. Alternatively, learners need to have a strong foundational understanding of the design process; experience creating wireframes, mockups, and prototypes; and the ability to conduct usability studies. No previous experience with Figma is required.
",1 - 3 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,https://www.coursera.org/learn/responsive-web-design-adobe-xd,2.6k,4.8,Yes,"147,868",Not Available,"['Usability Testing', 'User Experience (UX)', 'Prototype', 'User Experience Design (UXD)']",Not Available,Not Available,Google,Course,"['Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.', 'Plan information architecture and sitemaps for website designs. ', 'Apply common layouts for web pages. ', 'Complete a design project and include it in your professional UX portfolio. ']",Not Available,Not Available
116,Build Wireframes and Low-Fidelity Prototypes,"Build Wireframes and Low-Fidelity Prototypes is the third course in a certificate program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you’ll continue to design a mobile app for your professional UX portfolio. You’ll start by creating storyboards and getting familiar with the basics of drawing. Then, you'll create paper wireframes and digital wireframes using the design tool Figma. You’ll also create a paper prototype and a digital low-fidelity prototype in Figma. 
Current UX designers and researchers at Google will serve as your instructors, and you will complete hands-on activities that simulate real-world UX design scenarios. Learners who complete the seven courses in this certificate program should be equipped to apply for entry-level jobs as UX designers.

By the end of this course, you will be able to:
   - Develop a goal statement. 
   - Create two types of storyboards: big picture and close-up. 
   - Understand the difference between low-fidelity and high-fidelity design. 
   - Apply the basics of drawing. 
   - Apply the principles of information architecture to organize a mobile app. 
   - Create paper wireframes for a mobile app design. 
   - Develop digital wireframes in the design tool Figma. 
   - Build a paper prototype to add interactivity to designs. 
   - Design a low-fidelity prototype in Figma. 
   - Recognize implicit bias and deceptive patterns in design. 
   - Continue to design a mobile app to include in your professional portfolio. 

To be successful in this course, you should complete the previous two courses in this certificate program, or have an ability to conduct user research to inform the creation of empathy maps, personas, user stories, user journey maps, problem statements, and value propositions. You will also need paper and a pen or pencil.
",1 - 4 Weeks,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,7.4k,4.9,Yes,"245,990",Not Available,[],Not Available,Not Available,Google,Course,"['Create storyboards to come up with ideas about solutions to user needs.', 'Create wireframes on paper and digitally in the design tool Figma.', 'Build paper prototypes to create interactive designs.', 'Design low-fidelity prototypes in Figma. ']",Not Available,Not Available
117,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"What you’ll achieve:
In this project-centered course* you will build a modern computer system, from the ground up. We’ll divide this fascinating journey into six hands-on projects that will take you from constructing elementary logic gates all the way through creating a fully functioning general purpose computer. In the process, you will learn - in the most direct and constructive way - how computers work, and how they are designed.

What you’ll need:
This is a self-contained course: all the knowledge necessary to succeed in the course and build the computer system will be given as part of the learning experience. Therefore, we assume no previous computer science or engineering knowledge, and all learners are welcome aboard. You will need no physical materials, since you will build the computer on your own PC, using a software-based hardware simulator, just like real computers are designed by computer engineers in the field. The hardware simulator, as well as other software tools, will be supplied freely after you enroll in the course.

Course format:
The course consists of six modules, each comprising a series of video lectures, and a project. You will need about 2-3 hours to watch each module's lectures, and about 5-10 hours to complete each one of the six projects. The course can be completed in six weeks, but you are welcome to take it at your own pace. You can watch a TED talk about this course by Googling ""nand2tetris TED talk"".

*About Project-Centered Courses: Project-centered courses are designed to help you complete a personally meaningful real-world project, with your instructor and a community of learners with similar goals providing guidance and suggestions along the way. By actively applying new concepts as you learn, you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course, you’ll have a finished project that you’ll be proud to use and share.
",1 - 3 Months,Mixed,Coursera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDJBKag7xRtvOXsRkH4DXvn_1YpwJFJ9OwiokT2YL_1fMF6SQB,https://www.coursera.org/learn/build-a-computer,3.4k,4.9,Yes,"184,336",Not Available,[],Not Available,Not Available,Hebrew University of Jerusalem,Course,[],Not Available,Not Available
